Champion,Runes
varus,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ArcaneComet/ArcaneComet.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ArcaneComet/ArcaneComet.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
vayne,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/Conditioning/Conditioning.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/Overgrowth/Overgrowth.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/Conditioning/Conditioning.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/Overgrowth/Overgrowth.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
veigar,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/FirstStrike/FirstStrike.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/FirstStrike/FirstStrike.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/BiscuitDelivery/BiscuitDelivery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
velkoz,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/DarkHarvest/DarkHarvest.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/CheapShot/CheapShot.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/DeepWard/DeepWard.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/RelentlessHunter/RelentlessHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/DarkHarvest/DarkHarvest.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/CheapShot/CheapShot.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/DeepWard/DeepWard.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/RelentlessHunter/RelentlessHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
vex,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/Electrocute/Electrocute.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/TasteOfBlood/GreenTerror_TasteOfBlood.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SixthSense/SixthSense.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/UltimateHunter/UltimateHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/Electrocute/Electrocute.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/TasteOfBlood/GreenTerror_TasteOfBlood.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/SixthSense/SixthSense.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Domination/UltimateHunter/UltimateHunter.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
vi,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendHaste/LegendHaste.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendHaste/LegendHaste.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
viego,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/CoupDeGrace/CoupDeGrace.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
viktor,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/SummonAery/SummonAery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/MirrorShell/MirrorShell.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/BonePlating/BonePlating.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/SummonAery/SummonAery.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/ManaflowBand/ManaflowBand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Scorch/Scorch.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/MirrorShell/MirrorShell.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Resolve/BonePlating/BonePlating.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthScalingIcon.webp"
vladimir,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendHaste/LegendHaste.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/GatheringStorm/GatheringStorm.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendHaste/LegendHaste.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Transcendence/Transcendence.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/GatheringStorm/GatheringStorm.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsCDRScalingIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
volibear,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendHaste/LegendHaste.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/JackOfAllTrades/JackofAllTrades2.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendHaste/LegendHaste.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/JackOfAllTrades/JackofAllTrades2.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
warwick,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Celerity/CelerityTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Waterwalking/Waterwalking.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LethalTempo/LethalTempoTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Celerity/CelerityTemp.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/Waterwalking/Waterwalking.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
wukong,"https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Conqueror/Conqueror.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/Triumph.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Precision/LegendAlacrity/LegendAlacrity.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Sorcery/LastStand/LastStand.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/MagicalFootwear/MagicalFootwear.png, https://static.bigbrain.gg/assets/lol/riot_static/15.13.1/img/small-perk-images/Styles/Inspiration/CosmicInsight/CosmicInsight.png, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAttackSpeedIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsAdaptiveForceIcon.webp, https://static.bigbrain.gg/assets/lol/riot_static/14.2.1/img/perk-images/StatMods/StatModsHealthPlusIcon.webp"
